ClientId,CreditStatus
3749673,Ativo
1212135,Ativo
1635730,Reprovado
2346561,Ativo
4392236,Reprovado
4405218,Reprovado
1487658,Reprovado
14293,Reprovado
2922548,Ativo
1649792,Ativo
879433,Reprovado
1716979,Reprovado
2060802,Ativo
2486044,Reprovado
3556237,Reprovado
1088905,Reprovado
2454796,Ativo
2106169,Ativo
450197,Ativo
2219059,Ativo
2752083,Reprovado
2427499,Ativo
2703087,Ativo
1721331,Ativo
1747285,Ativo
2526806,Reprovado
439111,Reprovado
1106864,Reprovado
1805059,Ativo
2134552,Ativo
1942442,Ativo
4238873,Reprovado
2063120,Reprovado
1278965,Ativo
3035766,Reprovado
2436248,Ativo
2488981,Ativo
3824166,Ativo
67863,Ativo
2625021,Ativo
1743358,Reprovado
2916406,Reprovado
2572437,Reprovado
3322111,Reprovado
2080229,Ativo
1734199,Ativo
3596367,Ativo
4134257,Ativo
87433,Ativo
2900838,Ativo
2666262,Ativo
2576675,Ativo
2168948,Ativo
2363612,Bloqueado
3438170,Reprovado
3055361,Reprovado
1316837,Ativo
2505679,Ativo
2448730,Ativo
2283203,Ativo
766336,Ativo
40012,Ativo
1495353,Reprovado
2583777,Ativo
2535645,Ativo
3206634,Reprovado
1574126,Reprovado
1072997,Reprovado
1823335,Reprovado
2392410,Ativo
2060084,Bloqueado
2840823,Reprovado
3157199,Ativo
1389237,Ativo
1867145,Ativo
3102522,Ativo
2820707,Bloqueado
2727704,Reprovado
3467711,Reprovado
4022545,Reprovado
2766813,Ativo
2054928,Reprovado
2177386,Ativo
48039,Reprovado
1769530,Reprovado
2345171,Bloqueado
2354824,Ativo
3417211,Ativo
3729016,Reprovado
3312701,Reprovado
759973,Reprovado
2608620,Bloqueado
1600816,Reprovado
2673432,Ativo
1704115,Ativo
1241175,Reprovado
1157404,Reprovado
855809,Ativo
1728933,Ativo
2357592,Reprovado
3341510,Ativo
4318450,Reprovado
1250003,Ativo
3925788,Reprovado
3038767,Reprovado
264689,Ativo
1982268,Ativo
2653101,Ativo
2364744,Reprovado
2929514,Ativo
4250948,Reprovado
1348807,Ativo
1292112,Bloqueado
1098555,Bloqueado
1649006,Ativo
1760746,Ativo
557978,Reprovado
2371021,Reprovado
2170059,Ativo
3378939,Ativo
1184233,Reprovado
388786,Ativo
398003,Ativo
2125514,Ativo
2311590,Ativo
3552025,Reprovado
2976703,Ativo
2456325,Ativo
2873733,Reprovado
2895932,Reprovado
2019665,Ativo
603977,Reprovado
237966,Reprovado
2180047,Reprovado
928869,Reprovado
392983,Reprovado
528748,Reprovado
1676092,Reprovado
1513662,Reprovado
2730384,Bloqueado
2449777,Ativo
2198010,Ativo
1229079,Ativo
880316,Ativo
1411747,Ativo
828818,Reprovado
659980,Ativo
3943026,Ativo
1089349,Ativo
63154,Reprovado
1725735,Reprovado
2235974,Reprovado
1905520,Reprovado
2904378,Ativo
3678376,Reprovado
1008167,Reprovado
205607,Ativo
2479457,Ativo
1406599,Ativo
1947836,Reprovado
4424156,Reprovado
2387530,Ativo
1679257,Reprovado
2797622,Ativo
1838826,Ativo
3980444,Bloqueado
828350,Reprovado
4349684,Reprovado
3731478,Ativo
945849,Reprovado
1771470,Reprovado
1166435,Reprovado
1953959,Reprovado
3033962,Reprovado
3444308,Ativo
4261363,Aprovado
1320981,Ativo
2543708,Ativo
3290913,Ativo
1480242,Bloqueado
319851,Reprovado
2024720,Ativo
1913283,Reprovado
3242298,Reprovado
3231277,Reprovado
1861943,Reprovado
3166305,Ativo
3424538,Ativo
586965,Reprovado
1373278,Reprovado
1525720,Ativo
1097351,Ativo
1484997,Ativo
2507633,Ativo
1608355,Ativo
2448680,Ativo
2828756,Ativo
4092369,Reprovado
1296088,Ativo
180935,Reprovado
963954,Reprovado
1704590,Ativo
1661038,Ativo
1035458,Ativo
2136674,Ativo
1849315,Ativo
1662688,Reprovado
3737876,Reprovado
3553554,Reprovado
2876230,Reprovado
1359321,Ativo
1517221,Ativo
996446,Reprovado
1173712,Reprovado
3356778,Reprovado
484857,Ativo
841058,Ativo
3977389,Reprovado
2463402,Bloqueado
2788419,Bloqueado
4382708,Reprovado
4436181,Reprovado
1413690,Reprovado
2650675,Ativo
4076404,Reprovado
1560798,Ativo
1805852,Ativo
181175,Ativo
3670799,Reprovado
1548272,Reprovado
308926,Reprovado
1771852,Reprovado
3500046,Bloqueado
974032,Reprovado
1348700,Ativo
1372542,Reprovado
788417,Reprovado
2378906,Ativo
1096126,Ativo
1839529,Reprovado
1803423,Ativo
4759,Ativo
1859868,Ativo
2157226,Reprovado
1920517,Reprovado
3490614,Reprovado
2183345,Ativo
2388748,Ativo
3667441,Reprovado
1340805,Ativo
2243016,Ativo
2268334,Bloqueado
1807742,Ativo
3467583,Ativo
2821318,Ativo
1610341,Ativo
3837931,Ativo
1738736,Bloqueado
2236582,Ativo
2660020,Reprovado
2632312,Reprovado
82003,Ativo
2233595,Reprovado
3568051,Reprovado
3777688,Ativo
4424163,Reprovado
1286464,Bloqueado
1230947,Reprovado
1967914,Ativo
2821629,Ativo
2809729,Ativo
980549,Ativo
935436,Ativo
262256,Ativo
1138366,Reprovado
2497576,Reprovado
3518465,Reprovado
389161,Ativo
2272500,Ativo
674480,Reprovado
1557372,Ativo
2203819,Ativo
2322961,Ativo
2397726,Bloqueado
3411963,Ativo
1428602,Ativo
874435,Reprovado
2325276,Ativo
2547612,Reprovado
1147866,Ativo
119975,Ativo
1217575,Reprovado
1910961,Reprovado
2311229,Ativo
2558441,Ativo
1786453,Reprovado
2562099,Bloqueado
1108768,Reprovado
1645687,Ativo
1509079,Ativo
2481089,Reprovado
2195148,Reprovado
1888730,Ativo
3283350,Ativo
1646912,Reprovado
1664160,Reprovado
3246375,Bloqueado
3875542,Ativo
4084849,Reprovado
1889390,Reprovado
3349869,Reprovado
555342,Ativo
195300,Reprovado
1418384,Reprovado
2187185,Reprovado
1749699,Reprovado
4310201,Reprovado
1122483,Reprovado
2398226,Ativo
1618247,Ativo
4402103,Reprovado
885989,Ativo
1216172,Ativo
1816844,Reprovado
1729218,Reprovado
1363283,Ativo
2317699,Ativo
1555653,Reprovado
964215,Reprovado
1679758,Bloqueado
1654554,Ativo
2301894,Ativo
802896,Reprovado
2436022,Reprovado
3166984,Ativo
1819273,Reprovado
3158895,Reprovado
980884,Reprovado
1675228,Ativo
1986755,Ativo
3207921,Ativo
3445622,Reprovado
969367,Ativo
1648638,Ativo
1496286,Ativo
1206437,Ativo
2408511,Ativo
2499805,Reprovado
66137,Reprovado
1378716,Ativo
1930560,Ativo
2205265,Reprovado
3015775,Ativo
916016,Ativo
1749825,Ativo
3944676,Reprovado
2695677,Reprovado
2244248,Reprovado
1917131,Bloqueado
2750583,Bloqueado
1982211,Ativo
3303802,Reprovado
2345585,Reprovado
2214282,Reprovado
3588665,Ativo
263592,Ativo
1214517,Reprovado
2294399,Ativo
2319217,Ativo
785273,Reprovado
2170052,Ativo
2548595,Ativo
1661116,Reprovado
2405256,Reprovado
1306359,Ativo
1125909,Reprovado
2508179,Reprovado
1834189,Bloqueado
859717,Ativo
686512,Reprovado
1516485,Ativo
169729,Ativo
389579,Ativo
1680529,Reprovado
2095522,Reprovado
2506783,Ativo
3366424,Reprovado
1861454,Ativo
1379426,Reprovado
1766779,Reprovado
854097,Reprovado
61250,Reprovado
1020003,Reprovado
2245091,Reprovado
738681,Reprovado
1727950,Reprovado
2768024,Ativo
2056139,Reprovado
3797144,Ativo
4194067,Reprovado
3745654,Ativo
1872211,Ativo
927973,Ativo
1815880,Ativo
1734574,Ativo
3615455,Ativo
2268312,Reprovado
3057194,Reprovado
134554,Ativo
952398,Ativo
1855877,Reprovado
2336758,Ativo
1224124,Ativo
2256377,Bloqueado
2526153,Ativo
3293439,Ativo
3041590,Ativo
957063,Reprovado
3571427,Reprovado
4367707,Reprovado
1293258,Reprovado
1804330,Ativo
2156380,Ativo
1966385,Ativo
2879281,Reprovado
2394375,Ativo
898743,Ativo
242375,Ativo
1909786,Ativo
3934973,Reprovado
2256431,Ativo
3097567,Ativo
2417553,Ativo
2759510,Reprovado
1857885,Bloqueado
1691861,Reprovado
1858757,Ativo
3835498,Bloqueado
2918514,Reprovado
2762297,Bloqueado
2210806,Reprovado
2283571,Ativo
2930879,Ativo
1557139,Reprovado
2829324,Ativo
1250324,Reprovado
1420678,Bloqueado
358613,Ativo
1347264,Ativo
1489370,Ativo
1752275,Reprovado
1926916,Ativo
3122188,Reprovado
1122530,Ativo
1450090,Reprovado
1995443,Reprovado
2211889,Ativo
2889256,Ativo
1724721,Ativo
2599027,Reprovado
1665568,Ativo
2193709,Ativo
3017050,Reprovado
2177236,Ativo
2220598,Reprovado
683183,Ativo
1228479,Bloqueado
1404220,Ativo
2764876,Reprovado
792190,Ativo
3487421,Ativo
981413,Reprovado
2260232,Ativo
1683126,Reprovado
1021936,Ativo
1046597,Ativo
1937530,Ativo
2050009,Reprovado
3794421,Reprovado
1656008,Bloqueado
1147883,Reprovado
878008,Ativo
1184226,Reprovado
2401970,Ativo
2842681,Reprovado
2816395,Ativo
1849932,Reprovado
759470,Ativo
1112612,Reprovado
1816141,Ativo
4029597,Reprovado
4077572,Reprovado
1540624,Ativo
666274,Reprovado
2721796,Bloqueado
2084016,Ativo
2115571,Reprovado
3043204,Reprovado
946492,Reprovado
1483150,Bloqueado
1611155,Reprovado
859627,Reprovado
1524801,Reprovado
2949437,Reprovado
4442758,Reprovado
4105591,Reprovado
1591635,Reprovado
969438,Reprovado
924272,Ativo
167053,Ativo
1884003,Reprovado
1962566,Ativo
4032148,Reprovado
4336798,Reprovado
1700907,Ativo
3208246,Ativo
1845428,Ativo
4245464,Reprovado
1536155,Ativo
2682466,Reprovado
3655406,Ativo
2815970,Ativo
3481908,Reprovado
1045125,Ativo
1649324,Ativo
1673817,Ativo
2042639,Reprovado
607743,Ativo
684648,Ativo
2231648,Reprovado
2404417,Bloqueado
2786608,Ativo
1533415,Ativo
1395231,Reprovado
2119662,Ativo
2242802,Ativo
2505229,Bloqueado
3595859,Reprovado
2021636,Reprovado
1535604,Reprovado
4109442,Reprovado
1232630,Ativo
69949,Reprovado
1537919,Reprovado
2589632,Ativo
2751337,Ativo
4172800,Reprovado
758266,Ativo
1502281,Ativo
1909211,Ativo
3867353,Reprovado
836124,Reprovado
1371956,Reprovado
2029514,Ativo
3198011,Ativo
1950258,Reprovado
883749,Ativo
820159,Ativo
1733055,Reprovado
2517178,Reprovado
3462274,Ativo
782616,Ativo
1879302,Ativo
1642339,Reprovado
914394,Ativo
317132,Reprovado
1809178,Ativo
1569429,Bloqueado
3048535,Ativo
3187,Ativo
2661675,Ativo
260645,Ativo
1867091,Reprovado
2345982,Ativo
2397725,Reprovado
2252822,Reprovado
309812,Reprovado
1784703,Ativo
2927853,Bloqueado
2590679,Ativo
3695242,Reprovado
3165490,Reprovado
344251,Reprovado
4181438,Reprovado
569042,Reprovado
1707509,Bloqueado
436153,Reprovado
1904931,Ativo
1615521,Ativo
2434258,Ativo
2375105,Ativo
1733480,Reprovado
2462066,Ativo
1460897,Ativo
1253114,Reprovado
2124413,Reprovado
2445790,Ativo
2404195,Reprovado
206872,Ativo
1309702,Reprovado
1210770,Ativo
2260182,Ativo
2030243,Ativo
2816813,Ativo
1401179,Reprovado
1184587,Reprovado
2118812,Ativo
2764387,Ativo
1540560,Ativo
2420454,Ativo
124629,Reprovado
3339549,Ativo
709415,Reprovado
1485683,Ativo
1891945,Ativo
3080783,Reprovado
1125895,Bloqueado
3671768,Ativo
2499905,Reprovado
2470718,Reprovado
1591642,Reprovado
689288,Reprovado
599122,Reprovado
2410204,Reprovado
1316880,Ativo
595679,Ativo
1607351,Ativo
1467234,Reprovado
2322671,Reprovado
2279212,Reprovado
3093730,Ativo
3170077,Reprovado
2589100,Ativo
1610794,Reprovado
1397553,Reprovado
419445,Ativo
1593297,Ativo
2109970,Ativo
2561874,Ativo
1123634,Ativo
1296895,Reprovado
1567821,Reprovado
2090818,Ativo
1342719,Reprovado
817036,Reprovado
1327726,Ativo
2652139,Reprovado
2593236,Reprovado
1001669,Reprovado
913836,Reprovado
1387050,Reprovado
788550,Ativo
1698585,Ativo
4152894,Reprovado
2474602,Ativo
2620212,Reprovado
698809,Ativo
324792,Bloqueado
651859,Reprovado
1694930,Bloqueado
5084,Ativo
2694355,Reprovado
1110197,Reprovado
1146094,Ativo
1466859,Reprovado
430369,Reprovado
2589525,Ativo
1662560,Ativo
1846874,Reprovado
2541125,Ativo
212587,Reprovado
1634612,Reprovado
1164431,Reprovado
2668005,Ativo
1274413,Reprovado
260441,Ativo
1164092,Ativo
2208045,Ativo
2724354,Ativo
2039035,Ativo
978609,Ativo
3483437,Reprovado
1474326,Ativo
1905052,Reprovado
3744932,Ativo
2358285,Reprovado
2362037,Ativo
1686317,Ativo
2420739,Reprovado
2040882,Ativo
1863444,Ativo
2805695,Reprovado
3415164,Ativo
901861,Reprovado
1409089,Bloqueado
7624,Ativo
1289507,Reprovado
1998323,Ativo
4306189,Reprovado
873592,Reprovado
1709180,Reprovado
2325586,Reprovado
539183,Reprovado
1548851,Reprovado
2260600,Ativo
358670,Ativo
1677182,Bloqueado
383598,Reprovado
1876047,Reprovado
2206694,Reprovado
3525689,Ativo
3888170,Reprovado
3337258,Reprovado
1668126,Bloqueado
3013228,Bloqueado
1856174,Ativo
4223136,Reprovado
3765877,Reprovado
190860,Ativo
2686457,Ativo
3151843,Reprovado
3892757,Reprovado
85947,Ativo
872646,Bloqueado
2531025,Reprovado
3723408,Ativo
1257834,Ativo
1075784,Ativo
1102602,Reprovado
4372980,Reprovado
3103618,Reprovado
1199231,Ativo
3307971,Reprovado
400282,Ativo
415086,Reprovado
3474356,Bloqueado
2355434,Reprovado
2905575,Bloqueado
1410596,Reprovado
1188913,Reprovado
1656522,Reprovado
2461026,Reprovado
3480068,Reprovado
1255747,Reprovado
1400604,Reprovado
2858554,Ativo
1296273,Reprovado
468073,Reprovado
1479745,Reprovado
1821096,Ativo
1510233,Ativo
1786175,Ativo
3695660,Reprovado
1433875,Ativo
1146740,Reprovado
1032478,Reprovado
2108726,Reprovado
1777633,Ativo
2807839,Ativo
3698908,Ativo
1385203,Reprovado
1830002,Ativo
1147826,Reprovado
1077591,Reprovado
3797061,Reprovado
1363615,Ativo
2657748,Reprovado
3732853,Reprovado
4447495,Reprovado
1602153,Ativo
1877666,Ativo
2090885,Reprovado
2855346,Ativo
1925147,Reprovado
3240109,Ativo
2246149,Bloqueado
325335,Ativo
1220012,Bloqueado
2125574,Reprovado
2393817,Reprovado
3531594,Reprovado
2596320,Ativo
1664825,Ativo
2031965,Ativo
4174144,Ativo
746762,Reprovado
2420397,Ativo
2346661,Ativo
2416838,Reprovado
2113731,Reprovado
1217618,Reprovado
1799478,Reprovado
2429360,Ativo
1650978,Ativo
2211013,Reprovado
4097835,Reprovado
1667097,Ativo
1342498,Ativo
2589335,Reprovado
1838833,Ativo
1826548,Aprovado
3402596,Ativo
895645,Reprovado
467809,Ativo
226206,Ativo
3945737,Reprovado
1297738,Reprovado
2013181,Ativo
2409165,Bloqueado
2898748,Ativo
3480804,Reprovado
3963860,Reprovado
3084316,Reprovado
4234186,Reprovado
949922,Bloqueado
1501913,Ativo
3867721,Reprovado
2918664,Reprovado
521292,Reprovado
1757731,Ativo
896578,Ativo
2604783,Bloqueado
1586884,Ativo
302200,Ativo
1235491,Reprovado
1751800,Reprovado
2535009,Ativo
3543898,Ativo
2291651,Reprovado
156428,Reprovado
1101831,Ativo
977130,Ativo
2087449,Ativo
1662738,Reprovado
3260733,Ativo
2089156,Reprovado
2413877,Ativo
2611485,Ativo
2120291,Ativo
2179912,Ativo
3497988,Ativo
3757275,Ativo
741328,Reprovado
2069576,Ativo
709358,Reprovado
379044,Ativo
1715654,Ativo
1619869,Bloqueado
2803855,Reprovado
2482758,Ativo
3287762,Ativo
1248256,Ativo
991059,Bloqueado
1154082,Ativo
1656712,Ativo
2168423,Ativo
3214337,Ativo
867258,Reprovado
2046544,Bloqueado
1581336,Ativo
1709384,Reprovado
1495393,Ativo
2379749,Ativo
3394032,Reprovado
1087434,Bloqueado
1167254,Ativo
1078828,Ativo
3550157,Ativo
446260,Ativo
2830853,Ativo
4066708,Reprovado
1123316,Ativo
1296577,Reprovado
1619704,Reprovado
1165332,Bloqueado
1744405,Reprovado
2669370,Ativo
2113771,Ativo
2518047,Ativo
2278844,Reprovado
4394776,Reprovado
1594014,Reprovado
1487473,Ativo
1465173,Reprovado
1677571,Reprovado
2407018,Ativo
3509984,Reprovado
3082452,Ativo
803304,Ativo
499290,Ativo
1171416,Ativo
4131538,Reprovado
896085,Bloqueado
1819541,Reprovado
2151107,Ativo
2257542,Ativo
2425566,Ativo
2864884,Reprovado
3431465,Ativo
3774651,Reprovado
1362504,Ativo
643303,Reprovado
2034276,Bloqueado
2684928,Ativo
2962163,Ativo
2278958,Reprovado
173848,Ativo
570711,Ativo
210258,Reprovado
2453656,Reprovado
3208139,Ativo
3710868,Reprovado
1444299,Reprovado
1753329,Reprovado
1200506,Reprovado
2063692,Ativo
1773096,Ativo
3425627,Reprovado
3616948,Ativo
2247896,Bloqueado
2346243,Ativo
1055010,Ativo
3265305,Reprovado
2948033,Reprovado
915783,Reprovado
599801,Reprovado
1545843,Reprovado
581481,Reprovado
688974,Bloqueado
3193474,Ativo
2838698,Bloqueado
4019637,Reprovado
3436691,Reprovado
1978310,Ativo
3499052,Reprovado
1798982,Ativo
1764740,Ativo
1780548,Ativo
3841675,Ativo
3258843,Ativo
1262796,Ativo
571136,Ativo
2363941,Ativo
3803506,Reprovado
975093,Reprovado
3486953,Ativo
1627456,Reprovado
2149635,Ativo
3026692,Reprovado
2032865,Ativo
2605447,Reprovado
3560052,Reprovado
450750,Reprovado
3172121,Ativo
1039612,Reprovado
2251333,Ativo
4285022,Reprovado
1600681,Ativo
1348064,Ativo
2168848,Ativo
2160602,Reprovado
286031,Ativo
1156665,Ativo
2773357,Reprovado
4083731,Reprovado
3877641,Reprovado
3333885,Reprovado
4089128,Reprovado
1756376,Ativo
753713,Reprovado
2138479,Ativo
929234,Reprovado
3155369,Ativo
1713515,Ativo
193051,Ativo
1692168,Ativo
1259714,Ativo
2827242,Ativo
2018401,Bloqueado
950366,Ativo
1978541,Ativo
2275651,Reprovado
2813865,Ativo
3685696,Ativo
2603726,Reprovado
3080655,Reprovado
2434416,Bloqueado
2212058,Ativo
1893073,Ativo
705858,Reprovado
1055447,Ativo
2464543,Ativo
2286385,Ativo
4299195,Reprovado
3007631,Ativo
71149,Ativo
787511,Ativo
2708052,Ativo
1340898,Reprovado
801115,Ativo
97621,Ativo
2371853,Ativo
1485032,Ativo
2597546,Ativo
2307645,Ativo
3958295,Reprovado
1146931,Ativo
1996053,Reprovado
1947419,Reprovado
2520089,Reprovado
3902452,Reprovado
637334,Reprovado
1556126,Ativo
1373319,Ativo
2385198,Ativo
2737396,Ativo
3703840,Reprovado
2895213,Reprovado
1103771,Reprovado
1503841,Ativo
2233484,Ativo
4240310,Reprovado
2587161,Bloqueado
3951082,Reprovado
1227179,Reprovado
1470658,Ativo
1940206,Reprovado
2063409,Ativo
2913146,Ativo
959141,Reprovado
2860660,Reprovado
2319335,Reprovado
662504,Reprovado
2384253,Ativo
1953473,Ativo
2341923,Bloqueado
121647,Reprovado
2671550,Ativo
2164228,Ativo
3972031,Reprovado
3794521,Ativo
1038827,Reprovado
1623271,Ativo
1669436,Ativo
258489,Reprovado
2167664,Reprovado
2480020,Reprovado
1035453,Reprovado
88464,Reprovado
3210077,Reprovado
3518061,Ativo
1269610,Ativo
1089801,Reprovado
1853100,Reprovado
2955428,Ativo
4085016,Reprovado
2052512,Reprovado
1909855,Ativo
543082,Ativo
1487095,Ativo
1854510,Ativo
135632,Ativo
81814,Reprovado
1899870,Ativo
1611235,Ativo
3616031,Ativo
2533597,Ativo
1992777,Reprovado
2754603,Ativo
2302198,Reprovado
3084903,Reprovado
1671410,Ativo
616269,Reprovado
3990785,Reprovado
518934,Bloqueado
1268397,Ativo
4394957,Reprovado
1522800,Ativo
2498476,Ativo
1707242,Ativo
975687,Reprovado
1671604,Reprovado
2346588,Reprovado
2732344,Reprovado
2426972,Reprovado
1876698,Reprovado
191745,Ativo
2022831,Ativo
2460440,Ativo
1765251,Reprovado
1770733,Reprovado
114869,Ativo
2320681,Ativo
1161928,Bloqueado
2672480,Reprovado
4185598,Ativo
503365,Ativo
936017,Ativo
1930807,Reprovado
3422899,Ativo
2807684,Reprovado
1261511,Ativo
1013006,Ativo
1401766,Reprovado
117775,Ativo
1042084,Ativo
81,Reprovado
1661480,Ativo
2598541,Ativo
1550980,Ativo
117680,Reprovado
1605245,Reprovado
1757404,Reprovado
3061579,Ativo
3717105,Ativo
3071974,Reprovado
2739318,Bloqueado
1355367,Ativo
1468773,Reprovado
648706,Ativo
1989769,Reprovado
2031090,Reprovado
1822106,Bloqueado
1005384,Ativo
2342839,Ativo
3588492,Reprovado
2848000,Ativo
2766033,Ativo
1688122,Ativo
2071098,Reprovado
947326,Ativo
1124429,Reprovado
3784834,Ativo
3094095,Reprovado
1355761,Reprovado
3094603,Ativo
3068021,Reprovado
544554,Ativo
1920309,Reprovado
3873269,Ativo
2445785,Reprovado
2395826,Ativo
1847817,Ativo
2180872,Ativo
3327365,Reprovado
1989321,Bloqueado
3366581,Ativo
1217500,Ativo
2471027,Ativo
4413182,Reprovado
268355,Ativo
1556622,Reprovado
1505615,Ativo
3635256,Ativo
2727738,Ativo
3836978,Ativo
1264660,Ativo
743457,Ativo
1899934,Ativo
2279265,Ativo
3859793,Reprovado
1451165,Ativo
3609471,Reprovado
2238021,Ativo
1009053,Ativo
4393732,Reprovado
3532568,Reprovado
2072634,Reprovado
285844,Ativo
1093471,Aprovado
2403248,Ativo
2488707,Ativo
2987944,Reprovado
439385,Reprovado
51055,Reprovado
1805844,Ativo
3770213,Reprovado
4088328,Reprovado
842652,Bloqueado
2202973,Bloqueado
515202,Reprovado
1495745,Reprovado
208423,Ativo
3046778,Ativo
2498270,Reprovado
3448748,Ativo
2799793,Ativo
3293018,Ativo
989936,Reprovado
1717295,Ativo
1570725,Ativo
2190489,Ativo
1541446,Reprovado
3294550,Reprovado
2856477,Reprovado
328,Ativo
959177,Reprovado
2530256,Reprovado
2439767,Reprovado
1063393,Reprovado
2788219,Aprovado
1766229,Ativo
1757012,Ativo
1526435,Ativo
2638728,Ativo
1777409,Bloqueado
2643706,Ativo
2688992,Reprovado
678005,Reprovado
2283320,Ativo
2308248,Reprovado
2417856,Ativo
4148526,Reprovado
804023,Ativo
1756701,Ativo
2371494,Ativo
3844524,Reprovado
1995907,Bloqueado
990342,Ativo
537823,Reprovado
837586,Reprovado
2786383,Reprovado
2333724,Ativo
2261218,Reprovado
1724214,Reprovado
529907,Ativo
1810215,Ativo
2319141,Ativo
2099877,Ativo
3874801,Reprovado
1378933,Ativo
1042680,Reprovado
2377703,Ativo
1774717,Ativo
98305,Bloqueado
1186942,Reprovado
1893318,Ativo
961892,Reprovado
2045491,Ativo
1964105,Ativo
2415610,Reprovado
1836496,Ativo
1519913,Reprovado
3905049,Reprovado
258529,Ativo
788684,Reprovado
1830480,Ativo
2735326,Ativo
1747235,Reprovado
3127264,Ativo
3721754,Reprovado
1081524,Ativo
1570585,Reprovado
1546557,Ativo
1839236,Ativo
3283358,Ativo
887219,Ativo
210997,Ativo
3304410,Reprovado
3334687,Reprovado
4220588,Reprovado
1832737,Reprovado
1792876,Ativo
1420273,Reprovado
2159312,Ativo
3130291,Reprovado
1260141,Ativo
1562997,Reprovado
1601712,Reprovado
1790404,Ativo
4039190,Reprovado
3371183,Aprovado
996177,Reprovado
1761039,Reprovado
1776253,Ativo
4161232,Ativo
1740707,Bloqueado
1083666,Ativo
105818,Ativo
2381915,Ativo
2545161,Ativo
2458600,Ativo
3494793,Reprovado
671630,Reprovado
1862953,Reprovado
2640716,Bloqueado
1307599,Reprovado
1349369,Bloqueado
1502303,Ativo
2685413,Ativo
1181862,Reprovado
1766127,Ativo
4225904,Reprovado
1791430,Reprovado
996488,Reprovado
1216294,Ativo
2294182,Ativo
1809790,Ativo
3265244,Ativo
2147138,Reprovado
1084993,Ativo
1110459,Reprovado
1185504,Reprovado
2730003,Ativo
3607271,Ativo
3046429,Reprovado
3280001,Reprovado
1427959,Reprovado
1950268,Reprovado
1195197,Ativo
1889842,Ativo
1724005,Reprovado
3408970,Ativo
1870804,Bloqueado
1259163,Reprovado
1750953,Ativo
249814,Ativo
1401645,Bloqueado
23385,Ativo
296367,Ativo
1921247,Reprovado
2917292,Ativo
2813974,Ativo
63393,Ativo
88564,Reprovado
2212324,Ativo
1369440,Reprovado
877225,Ativo
3013177,Ativo
573651,Reprovado
1402559,Reprovado
1153558,Ativo
1331603,Ativo
1899225,Ativo
140355,Bloqueado
1273943,Ativo
3288768,Reprovado
596917,Reprovado
1055756,Ativo
2200417,Ativo
2806454,Ativo
3942853,Reprovado
921293,Bloqueado
1053441,Ativo
1709571,Ativo
2593906,Ativo
1310907,Reprovado
3612320,Reprovado
708061,Ativo
2574584,Ativo
1386881,Reprovado
1070381,Reprovado
1241959,Ativo
1791304,Ativo
2124346,Reprovado
721959,Reprovado
379562,Reprovado
1903171,Ativo
3029621,Ativo
2126649,Ativo
3344387,Ativo
1435488,Reprovado
4226704,Reprovado
641880,Reprovado
799318,Ativo
2154123,Ativo
2412700,Reprovado
756923,Reprovado
1564735,Reprovado
2144398,Reprovado
2984406,Ativo
3581561,Reprovado
101406,Ativo
868193,Reprovado
1792406,Ativo
60354,Reprovado
3031727,Ativo
1527767,Reprovado
1497255,Ativo
2540411,Reprovado
1292555,Reprovado
2275421,Ativo
2525339,Ativo
1672874,Reprovado
1832745,Ativo
2494694,Reprovado
2767303,Ativo
970145,Ativo
2499903,Ativo
1687588,Ativo
730523,Ativo
1902435,Ativo
3174294,Ativo
1377036,Ativo
1791957,Reprovado
2448532,Reprovado
1034203,Bloqueado
2345909,Reprovado
3509614,Ativo
1476393,Reprovado
2623877,Ativo
2512873,Ativo
1100503,Ativo
3824929,Reprovado
1621198,Reprovado
600236,Reprovado
1925264,Reprovado
612904,Reprovado
1645933,Ativo
2358777,Reprovado
315613,Reprovado
2900469,Ativo
1146204,Ativo
3447829,Reprovado
3278403,Ativo
3759498,Ativo
3099290,Ativo
4098922,Reprovado
1554041,Reprovado
1355704,Reprovado
1578280,Reprovado
2487504,Reprovado
1173570,Reprovado
440655,Reprovado
1751181,Reprovado
905410,Ativo
4177604,Reprovado
165610,Reprovado
1271773,Ativo
1331831,Reprovado
1931975,Reprovado
2419024,Ativo
2049404,Reprovado
1970446,Bloqueado
1170030,Reprovado
496622,Ativo
1562510,Ativo
1615079,Ativo
1934951,Reprovado
3555847,Bloqueado
982950,Reprovado
2208701,Reprovado
1550871,Ativo
2255376,Ativo
657656,Reprovado
1087669,Ativo
1906452,Ativo
2446362,Reprovado
2761866,Ativo
251146,Reprovado
840226,Reprovado
107347,Ativo
2339097,Ativo
2391478,Reprovado
2798392,Reprovado
916427,Reprovado
1109070,Ativo
94622,Ativo
2011140,Ativo
2236409,Reprovado
2000403,Ativo
2311389,Ativo
3115700,Ativo
2803067,Ativo
1420679,Ativo
509518,Reprovado
756234,Ativo
1168698,Ativo
3339680,Ativo
521147,Ativo
1283574,Reprovado
2080213,Reprovado
684055,Reprovado
2281105,Ativo
1846345,Ativo
3289663,Reprovado
2939450,Ativo
328843,Aprovado
26025,Ativo
2191327,Ativo
2983663,Ativo
3241978,Ativo
1845836,Bloqueado
1285335,Reprovado
766821,Ativo
3275489,Reprovado
3926273,Reprovado
677314,Reprovado
2615955,Ativo
2393713,Ativo
